40002	137	52	153	68	40
40003	154	52	170	68	40
40004	171	52	187	68	40



#SMALL BRUSH
20020	222	205	238	221	20

#  BRUSH
20021	138	1	153	17	20
20022	154	1	169	17	20
20023	137	18	153	34	20
20024	154	18	170	34	20
20025	154	35	170	51	20
20026	137	35	153	51	20
20027	137	52	153	68	20


#CLOUD
20030	188	189	204	204	20
20031	189	205	204	213	20
20032	205	189	221	204	20
20033	205	205	220	212	20

20034	196	189	204	204	20
20035	196	205	204	213	20
20036	205	189	213	204	20
20037	205	205	213	212	20

20038	222	188	238	204	20	

#PIPE
20040	324	52	340	68	20
20041	325	69	340	85	20
20042	341	52	357	68	20
20043	341	69	356	85	20

#SHADE
20050	103	52	119	68	20
20051	120	52	136	68	20
20052	103	1	119	17	20
20053	120	1	136	17	20
20054	103	18	119	34	20
20055	120	18	136	34	20
20056	77	103	85	111	20
20057	103	77	111	85	20
20058	103	86	111	102	20
20059	86	103	102	111	20
20060	103	103	111	111	20	

#BLOCK
20061	1	1	17	17	20
20062	18	1	34	17	20
20063	35	1	51	17	20
20064	1	18	17	34	20
20065	18	18	34	34	20
20066	35	18	51	34	20
20067	1	35	17	51	20
20068	18	35	34	51	20
20069	35	35	51	51	20

20071	52	1	68	17	20
20072	69	1	85	17	20
20073	86	1	102	17	20
20074	52	18	68	34	20
20075	69	18	85	34	20
20076	86	18	102	34	20
20077	52	35	68	51	20
20078	69	35	85	51	20
20079	86	35	102	51	20

20081	1	52	17	68	20
20082	18	52	34	68	20
20083	35	52	51	68	20
20084	1	69	17	85	20
20085	18	69	34	85	20
20086	35	69	51	85	20
20087	1	86	17	102	20
20088	18	86	34	102	20
20089	35	86	51	102	20

20091	52	52	68	68	20
20092	69	52	85	68	20
20093	86	52	102	68	20
20094	52	69	68	85	20
20095	69	69	85	85	20
20096	86	69	102	85	20
20097	52	86	68	102	20
20098	69	86	85	102	20
20099	86	86	102	102	20


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
404	10001	100	10002	100	10003	100
#walk left big
405	10011	100	10012	100	10013	100
#walk right small
406	10021	100	10022	100	10023	100
#walk left small
407	10031	100	10032	100	10033	100
#Jump right big
409	10014	100
#jump left big
410	10015	100
#jump right small
411	10034	100
#jump left small
412	10035	100
#duck big right
413	10016	100
#duck big left
414	10017	100


# idle fire right
415	10040	100
# idle fire left 
416	10043	100
# walk fire right
417	10040	100	10041	100	10042	100
# walk fire left
418	10043	100	10044	100	10045	100
# jump fire right
419	10046	100
# jump fire left
420	10047	100
# duck fire right
421	10048	100
# duck fire left
422	10049	100

# idle racoon right
423	10050	100
# idle racoon left 
424	10053	100
# walk racoon right
425	10050	100	10051	100	10052	100
# walk racoon left
426	10053	100	10054	100	10055	100
# jump racoon right
427	10056	100
# jump racoon left
428	10057	100
# duck racoon right
429	10058	100
# duck racoon left
430	10059	100

# fall big right
431	10003	100
# fall big left
432	10013	100

#fall fire right
433	10042	100
#fall fire left
434	10045	100

#fall racoon right
435	10060	100
#fall racoon left
436	10063	100
#fall racoon right 1
437	10061	100	10060	100

#fall racoon left 1
438	10063	100 	10062	100
#fly racoon right 1
439	10064	100	10065	100
440	10066	100	10067	100

#run right small
441	10021	50	10022	50	10023	50
#run left small
442	10031	50	10032	50	10033	50
#run right big
443	10001	50	10002	50	10003	50
#run left big
444	10011	50	10012	50	10013	50
# run fire right
445	10040	50	10041	50	10042	50
# run fire left
446	10043	50	10044	50	10045	50
# run racoon right
447	10050	50	10051	50	10052	50
# run racoon left
448	10053	50	10054	50	10055	50

# turn small
449	10068	100
450	10069	100
#turn big
451	10070	100
452	10071	100
#turn fire
453	10072	100
454	10073	100
#turn racoon
455	10074	100
456	10075	100
	

#die
408	10099	100

# ==== QUESTION BRICK =========
610	40001	1000	40001	100	40002	100	40003	100	40004	100


# ==== BRICK =========
601	20001	100
602	20002	100
603	20003	100

604	20004	100
605	20005	100
606	20006	100

608	20008	100

609	20009	100

#TRANS BRICK
611	20010	100

#COIN
612	20011	100	20012	100 	20013	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100

# ==== KOOPAS  =========
#walk left
801	50001	100	50002	100
#walk right
802	50011	100	50012	100
#die
803	50031	100
#Spin	left
804	50014	100	50013	100	50015	100	50031	100
#Spin right
805	50015	100	50013	100	50014	100	50031	100
	

# === SMALL BRUSH =======
620	20020	100

# === BRUSH ========
621	20021	100
622	20022	100
623	20023	100
624	20024	100
625	20025	100
626	20026	100
627	20027	100

# === CLOUD =====
630	20030	100
631	20031	100
632	20032	100
633	20033	100
634	20034	100
635	20035	100
636	20036	100
637	20037	100
638	20038	100

# === PIPE =====
640	20040	100
641	20041	100
642	20042	100
643	20043	100

# === SHADE ====
650	20050	100
651	20051	100
652	20052	100
653	20053	100
654	20054	100
655	20055	100
656	20056	100
657	20057	100
658	20058	100
659	20059	100
660	20060	100

# === BLOCK ====
661	20061	100
662	20062	100
663	20063	100
664	20064	100
665	20065	100
666	20066	100
667	20067	100
668	20068	100
669	20069	100
671	20071	100
672	20072	100
673	20073	100
674	20074	100
675	20075	100
676	20076	100
677	20077	100
678	20078	100
679	20079	100
681	20081	100
682	20082	100
683	20083	100
684	20084	100
685	20085	100
686	20086	100
687	20087	100
688	20088	100
689	20089	100
691	20091	100
692	20092	100
693	20093	100
694	20094	100
695	20095	100
696	20096	100
697	20097	100
698	20098	100
699	20099	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456
# BRICK 
2	601
3	602
4	603
5	604
6	605
7	606
9	608
10	609
#TRANS BRICK
11	611

#COIN	
12	612	611

# QUESTION BRICK 
29	610	

# GOOMBA
28	701	702

#KOOPAS
39	801	802	803	804	805

# SMALL BRUSH
20	620

#BRUSH
21	621
22	622
23	623
24	624
25	625
26	626
27	627

# CLOUD
30	630
31	631
32	632
33	633
34	634
35	635
36	636
37	637
38	638

# PIPE
40	640
41	641
42	642
43	643

#SHADE
50	650
51	651
52	652
53	653
54	654
55	655
56	656
57	657
58	658
59	659
60	660

#BLOCK
61	661
62	662
63	663
64	664
65	665
66	666
67	667
68	668
69	669
71	671
72	672
73	673
74	674
75	675
76	676
77	677
78	678
79	679
81	681
82	682
83	683
84	684
85	685
86	686
87	687
88	688
89	689
91	691
92	692
93	693
94	694
95	695
96	696
97	697
98	698
99	699

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Environment, 5 = UpsideBrick, 6 = Coin

# SMALL BRUSH
4	176	170	20
4	192	170	20
4	208	170	20

4	688	154	20
4	704	154	20
4	720	154	20
4	736	154	20
4	752	154	20
4	768	154	20

4	1056	154	20
4	1072	154	20

4	1200	170	20
4	1216	170	20
4	1232	170	20

4	1744	170	20
4	1760	170	20
4	1776	170	20

# CLOUD 
4	136	42	30
4	136	57	31
4	152	42	36
4	152	57	37
4	160	42	34
4	160	57	35
4	168	42	32
4	168	57	33

4	344	26	30
4	344	41	31
4	360	26	32
4	360	41	33

4	664	42	30
4	664	57	31
4	680	42	32
4	680	57	33

4	744	74	30
4	744	89	31
4	760	74	36
4	760	89	37
4	768	74	34
4	768	89	35
4	776	74	36
4	776	89	37
4	784	74	34
4	784	89	35
4	792	74	32
4	792	89	33

4	1192	42	30
4	1192	57	31
4	1208	42	32
4	1208	57	33

4	1672	42	30
4	1672	57	31
4	1688	42	36
4	1688	57	37
4	1696	42	34
4	1696	57	35
4	1704	42	36
4	1704	57	37
4	1712	42	34
4	1712	57	35
4	1720	42	32
4	1720	57	33

4	2344	58	30
4	2344	73	31
4	2360	58	32
4	2360	73	33

1	1424	-38	38
1	1440	-38	38
1	1456	-38	38
1	1472	-38	38

1	1504	-54	38
1	1520	-54	38
1	1536	-54	38
1	1552	-54	38
1	1568	-54	38
1	1584	-54	38
1	1600	-54	38
1	1616	-54	38
1	1632	-54	38
1	1648	-54	38
1	1664	-54	38
1	1680	-54	38
1	1696	-54	38
	
# BRUSH
4	32	170	23
4	48	170	27
4	64	170	27
4	80	170	27
4	96	170	25
4	112	170	26
4	128	170	27
4	144	170	24
4	32	154	23
4	48	154	25
4	64	154	26
4	80	154	27
4	96	154	24
4	112	154	23
4	128	154	25
4	144	154	22
4	33	138	21
4	48	138	26
4	64	138	24
4	81	138	21	
4	96	138	22
4	113	138	21
4	128	138	22
4	49	122	21
4	64	122	22

4	833	154	21
4	848	154	26
4	864	154	27
4	880	154	27
4	896	154	27
4	912	154	27
4	928	154	27
4	944	154	24
4	961	154	21
4	976	154	26
4	992	154	27
4	1008	154	24
4	848	138	23
4	864	138	25
4	880	138	26
4	896	138	25
4	912	138	26
4	928	138	27
4	944	138	24
4	976	138	23
4	992	138	25
4	1008	138	22
4	849	122	21
4	864	122	22
4	881	122	21
4	896	122	26
4	912	122	24
4	929	122	21
4	944	122	22
4	977	122	21
4	992	122	22
4	897	106	21
4	912	106	22

4	1905	170	21
4	1920	170	26
4	1936	170	27
4	1952	170	24
4	1920	154	23
4	1936	154	25
4	1952	154	22
4	1921	138	21
4	1936	138	22

4	2384	170	23
4	2400	170	27
4	2416	170	27
4	2432	170	27
4	2448	170	27
4	2464	170	24
4	2384	154	23
4	2400	154	27
4	2416	154	27
4	2432	154	27
4	2448	154	25
4	2464	154	22
4	2384	138	23
4	2400	138	27
4	2416	138	27
4	2432	138	27
4	2448	138	24
4	2385	122	21
4	2400	122	26
4	2416	122	27
4	2432	122	27
4	2448	122	24
4	2401	106	21
4	2416	106	26
4	2432	106	27
4	2448	106	24
4	2416	90	23
4	2432	90	27
4	2448	90	24
4	2416	74	23
4	2432	74	25
4	2448	74	22
4	2417	58	21
4	2432	58	22

# SHADE
4	2496	170	50
4	2496	154	50
4	2496	138	50
4	2496	122	50
4	2496	106	50
4	2496	90	50
4	2496	74	50
4	2496	58	50
4	2496	42	50
4	2496	26	50
4	2496	10	50
4	2496	-6	50
4	2496	-22	50
4	2496	-38	50
4	2496	-54	50
4	2496	-70	50
4	2496	-86	50
4	2496	-102	50
4	2496	-118	50
4	2496	-134	50
4	2496	-150	50
4	2496	-166	50
4	2496	-182	50
4	2496	-198	50
4	2496	-214	50
4	2496	-230	50

4	2512	170	51
4	2512	154	51
4	2512	138	51
4	2512	122	51
4	2512	106	51
4	2512	90	51
4	2512	74	51
4	2512	58	51
4	2512	42	51
4	2512	26	51
4	2512	10	51
4	2512	-6	51
4	2512	-22	51
4	2512	-38	51
4	2512	-54	51
4	2512	-70	51
4	2512	-86	51
4	2512	-102	51
4	2512	-118	51
4	2512	-134	51
4	2512	-150	51
4	2512	-166	51
4	2512	-182	51
4	2512	-198	51
4	2512	-214	51
4	2512	-230	51

4	2528	170	51
4	2528	154	51
4	2528	138	51
4	2528	122	51
4	2528	106	51
4	2528	90	51
4	2528	74	51
4	2528	58	51
4	2528	42	51
4	2528	26	51
4	2528	10	51
4	2528	-6	51
4	2528	-22	51
4	2528	-38	51
4	2528	-54	51
4	2528	-70	51
4	2528	-86	51
4	2528	-102	51
4	2528	-118	51
4	2528	-134	51
4	2528	-150	51
4	2528	-166	51
4	2528	-182	51
4	2528	-198	51
4	2528	-214	51
4	2528	-230	51

4	2544	170	51
4	2544	154	51
4	2544	138	51
4	2544	122	51
4	2544	106	51
4	2544	90	51
4	2544	74	51
4	2544	58	51
4	2544	42	51
4	2544	26	51
4	2544	10	51
4	2544	-6	51
4	2544	-22	51
4	2544	-38	51
4	2544	-54	51
4	2544	-70	51
4	2544	-86	51
4	2544	-102	51
4	2544	-118	51
4	2544	-134	51
4	2544	-150	51
4	2544	-166	51
4	2544	-182	51
4	2544	-198	51
4	2544	-214	51
4	2544	-230	51

4	2560	170	51
4	2560	154	51
4	2560	138	51
4	2560	122	51
4	2560	106	51
4	2560	90	51
4	2560	74	51
4	2560	58	51
4	2560	42	51
4	2560	26	51
4	2560	10	51
4	2560	-6	51
4	2560	-22	51
4	2560	-38	51
4	2560	-54	51
4	2560	-70	51
4	2560	-86	51
4	2560	-102	51
4	2560	-118	51
4	2560	-134	51
4	2560	-150	51
4	2560	-166	51
4	2560	-182	51
4	2560	-198	51
4	2560	-214	51
4	2560	-230	51

4	2576	170	51
4	2576	154	51
4	2576	138	51
4	2576	122	51
4	2576	106	51
4	2576	90	51
4	2576	74	51
4	2576	58	51
4	2576	42	51
4	2576	26	51
4	2576	10	51
4	2576	-6	51
4	2576	-22	51
4	2576	-38	51
4	2576	-54	51
4	2576	-70	51
4	2576	-86	51
4	2576	-102	51
4	2576	-118	51
4	2576	-134	51
4	2576	-150	51
4	2576	-166	51
4	2576	-182	51
4	2576	-198	51
4	2576	-214	51
4	2576	-230	51

4	2592	170	52
4	2592	154	51
4	2592	138	51
4	2592	122	51
4	2592	106	51
4	2592	90	51
4	2592	74	51
4	2592	58	51
4	2592	42	51
4	2592	26	51
4	2592	10	51
4	2592	-6	51
4	2592	-22	51
4	2592	-38	51
4	2592	-54	51
4	2592	-70	51
4	2592	-86	51
4	2592	-102	51
4	2592	-118	51
4	2592	-134	51
4	2592	-150	51
4	2592	-166	51
4	2592	-182	51
4	2592	-198	51
4	2592	-214	51
4	2592	-230	51

4	2608	170	53
4	2608	154	54
4	2608	138	54
4	2608	122	54
4	2608	106	54
4	2608	90	52
4	2608	74	51
4	2608	58	51
4	2608	42	51
4	2608	26	51
4	2608	10	51
4	2608	-6	51
4	2608	-22	51
4	2608	-38	51
4	2608	-54	51
4	2608	-70	51
4	2608	-86	51
4	2608	-102	51
4	2608	-118	51
4	2608	-134	51
4	2608	-150	51
4	2608	-166	51
4	2608	-182	51
4	2608	-198	51
4	2608	-214	51
4	2608	-230	51

4	2624	170	51
4	2624	154	51
4	2624	138	51
4	2624	122	52
4	2624	106	55
4	2624	90	53
4	2624	74	51
4	2624	58	51
4	2624	42	51
4	2624	26	51
4	2624	10	51
4	2624	-6	51
4	2624	-22	51
4	2624	-38	51
4	2624	-54	51
4	2624	-70	51
4	2624	-86	51
4	2624	-102	51
4	2624	-118	51
4	2624	-134	51
4	2624	-150	51
4	2624	-166	51
4	2624	-182	51
4	2624	-198	51
4	2624	-214	51
4	2624	-230	51

4	2640	170	51
4	2640	154	52
4	2640	138	55
4	2640	122	53
4	2640	106	51
4	2640	90	51
4	2640	74	51
4	2640	58	51
4	2640	42	51
4	2640	26	51
4	2640	10	51
4	2640	-6	51
4	2640	-22	51
4	2640	-38	51
4	2640	-54	51
4	2640	-70	51
4	2640	-86	51
4	2640	-102	51
4	2640	-118	51
4	2640	-134	51
4	2640	-150	51
4	2640	-166	51
4	2640	-182	51
4	2640	-198	51
4	2640	-214	51
4	2640	-230	51

4	2656	170	55
4	2656	154	53
4	2656	138	51
4	2656	122	51
4	2656	106	51
4	2656	90	51
4	2656	74	51
4	2656	58	51
4	2656	42	51
4	2656	26	51
4	2656	10	51
4	2656	-6	51
4	2656	-22	51
4	2656	-38	51
4	2656	-54	51
4	2656	-70	51
4	2656	-86	51
4	2656	-102	51
4	2656	-118	51
4	2656	-134	51
4	2656	-150	51
4	2656	-166	51
4	2656	-182	51
4	2656	-198	51
4	2656	-214	51
4	2656	-230	51

4	2672	170	51
4	2672	154	51
4	2672	138	51
4	2672	122	51
4	2672	106	51
4	2672	90	51
4	2672	74	51
4	2672	58	51
4	2672	42	51
4	2672	26	51
4	2672	10	51
4	2672	-6	51
4	2672	-22	51
4	2672	-38	51
4	2672	-54	51
4	2672	-70	51
4	2672	-86	51
4	2672	-102	51
4	2672	-118	51
4	2672	-134	51
4	2672	-150	51
4	2672	-166	51
4	2672	-182	51
4	2672	-198	51
4	2672	-214	51
4	2672	-230	51

4	2688	170	51
4	2688	154	51
4	2688	138	51
4	2688	122	51
4	2688	106	51
4	2688	90	51
4	2688	74	51
4	2688	58	51
4	2688	42	51
4	2688	26	51
4	2688	10	51
4	2688	-6	51
4	2688	-22	51
4	2688	-38	51
4	2688	-54	51
4	2688	-70	51
4	2688	-86	51
4	2688	-102	51
4	2688	-118	51
4	2688	-134	51
4	2688	-150	51
4	2688	-166	51
4	2688	-182	51
4	2688	-198	51
4	2688	-214	51
4	2688	-230	51

4	2704	170	51
4	2704	154	51
4	2704	138	51
4	2704	122	51
4	2704	106	51
4	2704	90	51
4	2704	74	51
4	2704	58	51
4	2704	42	51
4	2704	26	51
4	2704	10	51
4	2704	-6	51
4	2704	-22	51
4	2704	-38	51
4	2704	-54	51
4	2704	-70	51
4	2704	-86	51
4	2704	-102	51
4	2704	-118	51
4	2704	-134	51
4	2704	-150	51
4	2704	-166	51
4	2704	-182	51
4	2704	-198	51
4	2704	-214	51
4	2704	-230	51

4	2720	170	51
4	2720	154	51
4	2720	138	51
4	2720	122	51
4	2720	106	51
4	2720	90	51
4	2720	74	51
4	2720	58	51
4	2720	42	51
4	2720	26	51
4	2720	10	51
4	2720	-6	51
4	2720	-22	51
4	2720	-38	51
4	2720	-54	51
4	2720	-70	51
4	2720	-86	51
4	2720	-102	51
4	2720	-118	51
4	2720	-134	51
4	2720	-150	51
4	2720	-166	51
4	2720	-182	51
4	2720	-198	51
4	2720	-214	51
4	2720	-230	51

4	2736	170	51
4	2736	154	51
4	2736	138	51
4	2736	122	51
4	2736	106	51
4	2736	90	51
4	2736	74	51
4	2736	58	51
4	2736	42	51
4	2736	26	51
4	2736	10	51
4	2736	-6	51
4	2736	-22	51
4	2736	-38	51
4	2736	-54	51
4	2736	-70	51
4	2736	-86	51
4	2736	-102	51
4	2736	-118	51
4	2736	-134	51
4	2736	-150	51
4	2736	-166	51
4	2736	-182	51
4	2736	-198	51
4	2736	-214	51
4	2736	-230	51

4	2752	170	51
4	2752	154	51
4	2752	138	51
4	2752	122	51
4	2752	106	51
4	2752	90	51
4	2752	74	51
4	2752	58	51
4	2752	42	51
4	2752	26	51
4	2752	10	51
4	2752	-6	51
4	2752	-22	51
4	2752	-38	51
4	2752	-54	51
4	2752	-70	51
4	2752	-86	51
4	2752	-102	51
4	2752	-118	51
4	2752	-134	51
4	2752	-150	51
4	2752	-166	51
4	2752	-182	51
4	2752	-198	51
4	2752	-214	51
4	2752	-230	51

4	2768	170	51
4	2768	154	51
4	2768	138	51
4	2768	122	51
4	2768	106	51
4	2768	90	51
4	2768	74	51
4	2768	58	51
4	2768	42	51
4	2768	26	51
4	2768	10	51
4	2768	-6	51
4	2768	-22	51
4	2768	-38	51
4	2768	-54	51
4	2768	-70	51
4	2768	-86	51
4	2768	-102	51
4	2768	-118	51
4	2768	-134	51
4	2768	-150	51
4	2768	-166	51
4	2768	-182	51
4	2768	-198	51
4	2768	-214	51
4	2768	-230	51

4	2784	170	51
4	2784	154	51
4	2784	138	51
4	2784	122	51
4	2784	106	51
4	2784	90	51
4	2784	74	51
4	2784	58	51
4	2784	42	51
4	2784	26	51
4	2784	10	51
4	2784	-6	51
4	2784	-22	51
4	2784	-38	51
4	2784	-54	51
4	2784	-70	51
4	2784	-86	51
4	2784	-102	51
4	2784	-118	51
4	2784	-134	51
4	2784	-150	51
4	2784	-166	51
4	2784	-182	51
4	2784	-198	51
4	2784	-214	51
4	2784	-230	51

4	2800	170	51
4	2800	154	51
4	2800	138	51
4	2800	122	51
4	2800	106	51
4	2800	90	51
4	2800	74	51
4	2800	58	51
4	2800	42	51
4	2800	26	51
4	2800	10	51
4	2800	-6	51
4	2800	-22	51
4	2800	-38	51
4	2800	-54	51
4	2800	-70	51
4	2800	-86	51
4	2800	-102	51
4	2800	-118	51
4	2800	-134	51
4	2800	-150	51
4	2800	-166	51
4	2800	-182	51
4	2800	-198	51
4	2800	-214	51
4	2800	-230	51

4	2816	170	51
4	2816	154	51
4	2816	138	51
4	2816	122	51
4	2816	106	51
4	2816	90	51
4	2816	74	51
4	2816	58	51
4	2816	42	51
4	2816	26	51
4	2816	10	51
4	2816	-6	51
4	2816	-22	51
4	2816	-38	51
4	2816	-54	51
4	2816	-70	51
4	2816	-86	51
4	2816	-102	51
4	2816	-118	51
4	2816	-134	51
4	2816	-150	51
4	2816	-166	51
4	2816	-182	51
4	2816	-198	51
4	2816	-214	51
4	2816	-230	51

#BLOCK
4	256	170	87
4	272	170	88
4	288	170	89
4	256	154	84
4	272	154	85
4	288	154	86
4	256	138	81
4	272	138	82
4	288	138	83

4	304	170	98
4	320	170	99
4	304	154	95
4	320	154	96
4	304	138	95
4	320	138	96
4	288	122	94
4	304	122	95
4	320	122	96
4	288	106	91
4	304	106	92
4	320	106	93

4	416	170	77
4	432	170	78
4	448	170	78
4	464	170	78
4	480	170	79
4	416	154	74
4	432	154	75
4	448	154	75
4	464	154	75
4	480	154	76
4	416	138	71
4	432	138	72
4	448	138	72
4	464	138	72
4	480	138	73

4	496	170	88
4	512	170	88
4	496	154	85
4	512	154	85
4	496	138	85
4	512	138	85
4	528	138	86
4	480	122	84
4	496	122	85
4	512	122	85
4	528	122	86
4	480	106	81
4	496	106	82
4	512	106	82
4	528	106	83

4	528	170	77
4	544	170	78
4	560	170	78
4	576	170	78
4	592	170	78
4	608	170	79
4	528	154	71
4	544	154	72
4	560	154	72
4	576	154	72
4	592	154	72
4	608	154	73

4	544	138	65
4	560	138	65
4	576	138	66
4	544	122	65
4	560	122	65
4	576	122	66
4	544	106	65
4	560	106	65
4	576	106	66
4	528	90	64
4	544	90	65
4	560	90	65
4	576	90	66
4	528	74	61
4	544	74	62
4	560	74	62
4	576	74	63

4	1280	170	77
4	1296	170	78
4	1312	170	78
4	1328	170	78
4	1344	170	78
4	1360	170	78
4	1376	170	79
4	1280	154	71
4	1296	154	72
4	1312	154	72
4	1328	154	72
4	1344	154	72
4	1360	154	72
4	1376	154	73

4	1392	170	88
4	1408	170	89
4	1392	154	85
4	1408	154	86
4	1312	138	84
4	1328	138	85
4	1344	138	85
4	1360	138	85
4	1376	138	85
4	1392	138	85
4	1408	138	86
4	1312	122	81
4	1328	122	82
4	1344	122	82
4	1360	122	82
4	1376	122	82
4	1392	122	82
4	1408	122	83

4	1424	170	98
4	1440	170	99
4	1424	154	95
4	1440	154	96
4	1424	138	95
4	1440	138	96
4	1424	122	95
4	1440	122	96
4	1344	106	94
4	1360	106	95
4	1376	106	95
4	1392	106	95
4	1408	106	95
4	1424	106	95
4	1440	106	96
4	1344	90	91
4	1360	90	92
4	1376	90	92
4	1392	90	92
4	1408	90	92
4	1424	90	92
4	1440	90	93

4	2160	170	87
4	2176	170	88
4	2192	170	89
4	2160	154	84
4	2176	154	85
4	2192	154	86
4	2160	138	81
4	2176	138	82
4	2192	138	83

4	2208	170	78
4	2224	170	79
4	2208	154	75
4	2224	154	76
4	2208	138	75
4	2224	138	76
4	2192	122	74
4	2208	122	75
4	2224	122	76
4	2192	106	74
4	2208	106	75
4	2224	106	76
4	2192	90	74
4	2208	90	75
4	2224	90	76
4	2192	74	74
4	2208	74	75
4	2224	74	76
4	2192	58	74
4	2208	58	75
4	2224	58	76
4	2192	42	71
4	2208	42	72
4	2224	42	73

4	1328	-86	81
4	1344	-86	82	
4	1360	-86	82
4	1376	-86	83
4	1328	-70	87
4	1344	-70	88	
4	1360	-70	88
4	1376	-70	89

#BLOCK SHADE
4	1392	-78	57
4	1392	-70	58
4	1336	-54	56
4	1344	-54	59
4	1360	-54	59
4	1376	-54	59
4	1392	-54	60	

4	304	170	58
4	304	154	58
4	304	146	57

4	336	170	58
4	336	154	58
4	336	138	58
4	336	122	58
4	336	114	57

4	496	170	58
4	496	154	58
4	496	146	57

4	544	138	58
4	544	122	58
4	544	114	57

4	592	138	58
4	592	122	58
4	592	106	58
4	592	90	58
4	592	82	57

4	624	170	58
4	624	162	57

4	1392	170	58
4	1392	162	57

4	1424	170	58
4	1424	154	58
4	1424	138	58
4	1424	130	57

4	1456	170	58
4	1456	154	58
4	1456	138	58
4	1456	122	58
4	1456	106	58
4	1456	98	57

4	2208	170	58
4	2208	154	58
4	2208	146	57

4	2240	170	58
4	2240	154	58
4	2240	138	58
4	2240	122	58
4	2240	106	58
4	2240	90	58
4	2240	74	58
4	2240	58	58
4	2240	50	57


# MARIO
0	15	158	1

# GOOMBA
2	260	170	28

# KOOPAS
3	642	120	39
3	760	130	39
